1688467913461550000.00 	0	0	4.758984465	0	0	0	0
1688467914462760000.00 	-0.104907889	0.039292322	4.769117279	0	0	0	0
1688467915450760000.00 	-0.170079236	0.027764293	4.787987125	0	0	0	0
1688467916469770000.00 	-0.217524847	0.01656692	4.819478074	0	0	0	0
1688467917466760000.00 	0.052830004	-0.277447135	4.845604765	0	0	0	0
1688467918450460000.00 	0.998861022	-1.146659243	4.92894648	0	0	0	0
1688467919450470000.00 	2.176911012	-2.155915574	4.947685251	0	0	0	0
1688467920450740000.00 	3.490742675	-3.255449697	4.971148856	0	0	0	0
1688467921469390000.00 	5.099064013	-4.576361079	5.004661144	0	0	0	0
1688467922475800000.00 	6.876248085	-6.275677814	5.022220452	0	0	0	0
1688467923452600000.00 	8.799075985	-8.415706755	5.061295534	0	0	0	0
1688467924450400000.00 	10.79973026	-10.92552663	5.111964173	0	0	0	0
1688467925449800000.00 	12.86135491	-13.73326554	5.14433619	0	0	0	0
1688467926450720000.00 	15.0590922	-16.82720925	5.192159102	0	0	0	0
1688467927450570000.00 	17.36110699	-20.10482836	5.222877227	0	0	0	0
1688467928451880000.00 	19.67477812	-23.41316604	5.245487577	0	0	0	0
1688467929450150000.00 	21.90261405	-26.75404104	5.279793608	0	0	0	0
1688467930450780000.00 	24.39532117	-30.21372134	5.262258644	0	0	0	0
1688467931449950000.00 	26.97534971	-33.8986422	5.272017804	0	0	0	0
1688467932450560000.00 	29.59231534	-37.84068038	5.296720248	0	0	0	0
1688467933453800000.00 	32.26225916	-42.00859955	5.385525952	0	0	0	0
1688467934450530000.00 	35.16003072	-46.38882507	5.444368778	0	0	0	0
1688467935451710000.00 	38.26477326	-50.99205805	5.465989295	0	0	0	0
1688467936450350000.00 	41.58221865	-55.82850356	5.510150811	0	0	0	0
1688467937450820000.00 	45.00813601	-60.77635849	5.538429832	0	0	0	0
1688467938450340000.00 	48.30101969	-65.60294606	5.614069106	0	0	0	0
1688467939450680000.00 	51.39729064	-70.22695446	5.655670532	0	0	0	0
1688467940450440000.00 	54.34107067	-74.6372484	5.710222011	0	0	0	0
1688467941450810000.00 	57.07624346	-78.85549981	5.741554563	0	0	0	0
1688467942452240000.00 	59.61644156	-82.84020541	5.843493002	0	0	0	0
1688467943450330000.00 	61.99374635	-86.52889309	5.916021817	0	0	0	0
1688467944451070000.00 	64.70690068	-89.44820349	6.006275879	0	0	0	0
1688467945450930000.00 	67.04044474	-92.39522119	6.045647656	0	0	0	0
1688467946451680000.00 	68.95517935	-95.05099712	6.123896272	0	0	0	0
1688467947452690000.00 	70.47668473	-97.30161915	6.170495797	0	0	0	0
1688467948451580000.00 	71.59470484	-99.01321927	6.227501289	0	0	0	0
1688467949450890000.00 	72.47208788	-100.4199413	6.298819867	0	0	0	0
1688467950450120000.00 	73.34614748	-101.8267251	6.364556869	0	0	0	0
1688467951450960000.00 	74.56160655	-103.7118151	6.425763164	0	0	0	0
1688467952451060000.00 	76.23324469	-106.2277531	6.485018701	0	0	0	0
1688467953452990000.00 	78.14113576	-109.1105238	6.54035148	0	0	0	0
1688467954450820000.00 	80.01194408	-111.7877404	6.586888738	0	0	0	0
1688467955450930000.00 	82.12291957	-114.3882883	6.627678995	0	0	0	0
1688467956451170000.00 	84.44755986	-117.2735918	6.667448512	0	0	0	0
1688467957451570000.00 	86.96003951	-120.722564	6.714490417	0	0	0	0
1688467958450980000.00 	89.9253297	-124.7405717	6.765455671	0	0	0	0
1688467959450580000.00 	92.94012365	-129.2732676	6.817801768	0	0	0	0
1688467960450900000.00 	96.24294989	-134.2749506	6.876020713	0	0	0	0
1688467961450810000.00 	99.86627513	-139.703765	6.928057173	0	0	0	0
1688467962450730000.00 	103.6879964	-145.4898035	7.048312091	0	0	0	0
1688467963451770000.00 	107.7886557	-151.4356293	7.082381716	0	0	0	0
1688467964450850000.00 	112.0153686	-157.5440954	7.132899203	0	0	0	0
1688467965450200000.00 	116.4095635	-163.6597446	7.190358513	0	0	0	0
1688467966450790000.00 	120.6890278	-169.6847218	7.250100829	0	0	0	0
1688467967458910000.00 	124.9109328	-175.7726437	7.290763346	0	0	0	0
1688467968451070000.00 	129.2511946	-181.6108592	7.370124515	0	0	0	0
1688467969451980000.00 	133.4408891	-187.3384475	7.39482055	0	0	0	0
1688467970453210000.00 	137.5599275	-192.9023559	7.432340987	0	0	0	0
1688467971455170000.00 	141.4817798	-197.9955792	7.790865718	0	0	0	0
1688467972450780000.00 	145.3718651	-202.0994177	8.061189753	0	0	0	0
1688467973450960000.00 	149.2171897	-204.6366292	8.184883867	0	0	0	0
1688467974451260000.00 	154.7341916	-204.3480149	8.190896806	0	0	0	0
1688467975454840000.00 	159.5063058	-202.8049017	8.180886441	0	0	0	0
1688467976451670000.00 	162.8620134	-200.5457505	8.08235798	0	0	0	0
1688467977450660000.00 	166.6808744	-197.3911023	8.241040501	0	0	0	0
1688467978450950000.00 	170.974254	-193.4748048	8.199988931	0	0	0	0
1688467979451820000.00 	176.2662062	-189.3233118	8.311708796	0	0	0	0
1688467980450800000.00 	182.2479765	-184.9011388	8.268141119	0	0	0	0
1688467981454710000.00 	188.5796499	-179.9877634	8.078615429	0	0	0	0
1688467982478870000.00 	195.2128025	-175.2543838	7.970307318	0	0	0	0
1688467983457530000.00 	201.7020278	-170.6474412	7.894505554	0	0	0	0
1688467984451250000.00 	207.7879931	-166.0480296	7.715330715	0	0	0	0
1688467985453180000.00 	213.5536308	-161.9805227	7.646323532	0	0	0	0
1688467986451010000.00 	218.3180383	-158.5401269	7.658113364	0	0	0	0
1688467987454110000.00 	222.0176301	-155.8827107	7.727689165	0	0	0	0
1688467988451750000.00 	224.4080995	-153.9818968	7.546190204	0	0	0	0
1688467989490630000.00 	225.7134206	-153.0809961	7.612765407	0	0	0	0
1688467990459220000.00 	226.2902889	-152.6371166	7.51502392	0	0	0	0
1688467991454150000.00 	226.3552211	-152.5534071	7.50907373	0	0	0	0
1688467992451670000.00 	226.2368259	-152.5040561	7.49526301	0	0	0	0
1688467993454860000.00 	226.1753164	-152.4742677	7.561905219	0	0	0	0
1688467994451210000.00 	226.1152996	-152.4650758	7.559961746	0	0	0	0
1688467995451150000.00 	226.0576909	-152.4661511	7.532853731	0	0	0	0
1688467996458050000.00 	225.9965662	-152.4569798	7.508650383	0	0	0	0
1688467997470600000.00 	225.957068	-152.4783415	7.526540038	0	0	0	0
1688467998478340000.00 	225.8527368	-152.4699767	6.963000591	0	0	0	0
1688467999466610000.00 	225.7871807	-152.4608882	6.944563985	0	0	0	0
1688468000454370000.00 	225.7421433	-152.4823532	6.954522585	0	0	0	0
1688468001467540000.00 	225.6900739	-152.4833251	6.969040037	0	0	0	0
1688468002463610000.00 	225.6404126	-152.4945643	6.947362315	0	0	0	0
1688468003451440000.00 	225.6099698	-152.5260691	6.823374216	0	0	0	0
1688468004460400000.00 	225.6012993	-152.5365431	6.701784025	0	0	0	0
1688468005471200000.00 	225.6145936	-152.5362949	6.622439327	0	0	0	0
1688468009105110000.00 	225.6295264	-152.5050796	6.558778651	0	0	0	0
1688468009361150000.00 	225.6260104	-152.4948331	6.562039452	0	0	0	0
1688468009717880000.00 	225.6176782	-152.4640521	6.548081401	0	0	0	0
1688468010249180000.00 	225.5672006	-152.3721846	6.472998991	0	0	0	0
1688468010593420000.00 	225.5254401	-152.3317153	6.419976323	0	0	0	0
1688468011499910000.00 	225.505691	-152.3423962	6.416514633	0	0	0	0
1688468012466470000.00 	225.353681	-152.035868	6.202819054	0	0	0	0
1688468013497070000.00 	225.8259267	-151.686751	6.194491243	0	0	0	0
1688468014484920000.00 	227.3803296	-150.533709	6.214603299	0	0	0	0
1688468015524930000.00 	229.8326939	-148.6833021	6.247353624	0	0	0	0
1688468016457890000.00 	233.1101865	-146.2709488	6.295870788	0	0	0	0
