%time,field.header.seq,field.header.stamp,x,y,z
1684310337127757728,7508,1684310337127406120,2.7465259158052504,4.579825058579445,57.4706
1684310337177037952,7509,1684310337176731586,2.780005475564394,4.610227070748806,57.46
1684310337224748672,7510,1684310337224423170,2.8145130391349085,4.640609748661518,57.4547
1684310337281912768,7511,1684310337281499862,2.832002975686919,4.695694564376026,57.4678
1684310337328991104,7512,1684310337328615903,2.8835698413895443,4.703590870834887,57.4609
1684310337379015456,7513,1684310337378703355,2.9109647308359854,4.738540430087596,57.4543
1684310337429746144,7514,1684310337429456949,2.9332404442247935,4.774694548454136,57.4717
1684310337476633856,7515,1684310337476125717,2.9585168137564324,4.8063591262325644,57.4819
1684310337528514816,7516,1684310337527943134,2.9869188692537136,4.840181466192007,57.4958
1684310337576985312,7517,1684310337576561212,3.0121327282395214,4.868522394448519,57.4982
1684310337628029664,7518,1684310337627496480,3.036381094774697,4.900206307414919,57.4871
1684310337677741248,7519,1684310337677302360,3.0657694773981348,4.931793545372784,57.4715
1684310337727647232,7520,1684310337727219820,3.089997007220518,4.962369576096535,57.4655
1684310337777425888,7521,1684310337777062177,3.1171835206914693,4.986240298952907,57.4453
1684310337825685408,7522,1684310337825269222,3.126407753676176,5.039264029357582,57.4664
1684310337877687296,7523,1684310337877408742,3.1526496135047637,5.0675856214948,57.4698
1684310337927315456,7524,1684310337927005767,3.1947769104735926,5.065684993751347,57.449
1684310337978031008,7525,1684310337977336168,3.224081943219062,5.092840697150677,57.4557
1684310338027355968,7526,1684310338027085065,3.242078938172199,5.120209088083357,57.4639
1684310338077433056,7527,1684310338077087163,3.2610414254595526,5.144234493840486,57.4627
1684310338127498816,7528,1684310338127191781,3.283108759787865,5.169309776742011,57.4482
1684310338177649824,7529,1684310338177377462,3.3103161102044396,5.194288383238018,57.4479
1684310338228062560,7530,1684310338227742671,3.3185540137346834,5.2495472161099315,57.4645
1684310338284195488,7531,1684310338283841371,3.3447958739707246,5.27786880871281,57.4798
1684310338328788512,7532,1684310338328472137,3.3710585706867278,5.307298285420984,57.4807
1684310338379210272,7533,1684310338378893375,3.4024404483498074,5.3355232030153275,57.4844
1684310338429492128,7534,1684310338429123163,3.4307799890520982,5.36602189252153,57.4899
1684310338480282368,7535,1684310338479906082,3.4766372598242015,5.398407651111484,57.6424
1684310338527013152,7536,1684310338526685953,3.50705364451278,5.429975553881377,57.6339
1684310338577667776,7537,1684310338577227354,3.537407516327221,5.458219806198031,57.6394
1684310338626766496,7538,1684310338626395702,3.5698590686079115,5.488641155418009,57.6442
1684310338676762624,7539,1684310338676424980,3.5981360971927643,5.515816194936633,57.6439
1684310338726687744,7540,1684310338726368188,3.6346579886157997,5.543944436591119,57.6524
1684310338773855264,7541,1684310338773493766,3.664004693564493,5.573315907269716,57.6528
1684310338827028448,7542,1684310338826603889,3.6881280331872404,5.598352521192282,57.653
1684310338876869568,7543,1684310338876506328,3.7122513715876266,5.623389133717865,57.6361
1684310338927372288,7544,1684310338926992177,3.744661249278579,5.651594716124237,57.6426
1684310338977803040,7545,1684310338977402210,3.7739454422844574,5.677642536349595,57.6366
1684310339024776896,7546,1684310339023970842,3.804320150637068,5.706994673702866,57.638
1684310339077758464,7547,1684310339077469348,3.828506001387723,5.735354937147349,57.6392
1684310339127655008,7548,1684310339127342939,3.8517680388176814,5.769273954443634,57.6395
1684310339179407584,7549,1684310339177561521,3.879121250472963,5.802007746417075,57.6552
1684310339227382560,7550,1684310339227105140,3.8992159265326336,5.831553235184401,57.6498
1684310339283713664,7551,1684310339283363819,3.9295072841341607,5.856473837513477,57.6641
1684310339329116416,7552,1684310339328834056,3.9566521181259304,5.878128794487566,57.6668
1684310339379835872,7553,1684310339379483938,3.97662176983431,5.901026980951428,57.6658
1684310339427609856,7554,1684310339427284479,3.995625928917434,5.927268154453486,57.6678
1684310339475575392,7555,1684310339475182771,4.014713439682964,5.957940861582756,57.6452
1684310339528832160,7556,1684310339528389692,4.038920127379242,5.987409009132534,57.6395
1684310339578627648,7557,1684310339578282356,4.063231004169211,6.022416574880481,57.6484
1684310339628311680,7558,1684310339627876758,4.0854858729289845,6.0574628110043705,57.6594
1684310339678318464,7559,1684310339677969932,4.116846908815205,6.084579845890403,57.6664
1684310339727908096,7560,1684310339727452278,4.144978070922662,6.103999700862914,57.6509
1684310339777928704,7561,1684310339777536153,4.168073405046016,6.129055649507791,57.6366
1684310339827599776,7562,1684310339827341556,4.200483282096684,6.157261231914163,57.6292
1684310339877793440,7563,1684310339877492189,4.221730985271279,6.19343468779698,57.6085
1684310339924985024,7564,1684310339924681663,4.246104374236893,6.231765903998166,57.6041
1684310339977674944,7565,1684310339977355480,4.273561770794913,6.27003911556676,57.6111
1684310340025580320,7566,1684310340025204181,4.301984658464789,6.30496934056282,57.6276
1684310340077826624,7567,1684310340077479362,4.329379544709809,6.3399189012125134,57.6403
