16884680014.68 ,0,131,225.6900739,-152.4833251,6.969040037
16884680024.64 ,0,129,225.6404126,-152.4945643,6.947362315
16884680034.51 ,0,118,225.6099698,-152.5260691,6.823374216
16884680044.60 ,0,118,225.6012993,-152.5365431,6.701784025
16884680054.71 ,0,130,225.6145936,-152.5362949,6.622439327
16884680091.05 ,0,128,225.6295264,-152.5050796,6.558778651
16884680093.61 ,0,128,225.6260104,-152.4948331,6.562039452
16884680097.18 ,0,130,225.6176782,-152.4640521,6.548081401
16884680102.49 ,0,120,225.5672006,-152.3721846,6.472998991
16884680105.93 ,0,120,225.5254401,-152.3317153,6.419976323
16884680115.00 ,0,126,225.505691,-152.3423962,6.416514633
16884680124.66 ,0,126,225.353681,-152.035868,6.202819054
16884680134.97 ,0,125,225.8259267,-151.686751,6.194491243
16884680144.85 ,0,125,227.3803296,-150.533709,6.214603299
16884680155.25 ,0,134,229.8326939,-148.6833021,6.247353624
16884680164.58 ,0,134,233.1101865,-146.2709488,6.295870788
