%time,field.header.seq,field.header.stamp,field.header.frame_id,field.sentence,UTC,longitude,latitude,altitude,,,,,,,,,,,,,,,,,
1684378341287103480,82,1684378341286787986,gps,$KSXT,20230518033229.90,114.20877497,22.69096604,57.3389,271.04,-3.31,36.96,0.103,,1,3,12,12,,,,0.062,0.082,-0.043,,*2E
1684378341338045368,83,1684378341337561845,gps,$KSXT,20230518033229.95,114.20877497,22.69096604,57.3389,269.63,-2.18,36.96,0.103,,1,3,12,12,,,,0.062,0.082,-0.043,,*29
1684378341404067096,84,1684378341403782367,gps,$KSXT,20230518033230.00,114.20877527,22.69096683,57.2444,270.64,-4.42,340.03,0.078,,1,3,12,12,,,,-0.027,0.074,-0.026,,*3C
1684378341439231736,85,1684378341438856124,gps,$KSXT,20230518033230.05,114.20877527,22.69096683,57.2444,270.24,-1.76,340.03,0.078,,1,3,12,12,,,,-0.027,0.074,-0.026,,*3F
1684378341486253816,86,1684378341485974550,gps,$KSXT,20230518033230.10,114.20877527,22.69096683,57.2444,269.19,-1.38,340.03,0.078,,1,3,12,12,,,,-0.027,0.074,-0.026,,*37
1684378341539365880,87,1684378341538945198,gps,$KSXT,20230518033230.15,114.20877527,22.69096683,57.2444,267.55,1.18,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*1A
1684378341587397112,88,1684378341587100267,gps,$KSXT,20230518033230.20,114.20877527,22.69096683,57.2444,268.52,0.09,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*15
1684378341637716760,89,1684378341637357234,gps,$KSXT,20230518033230.25,114.20877527,22.69096683,57.2444,269.74,-0.57,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*33
1684378341685148216,90,1684378341684714794,gps,$KSXT,20230518033230.30,114.20877527,22.69096683,57.2444,270.09,-1.51,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*32
1684378341738155928,91,1684378341737806797,gps,$KSXT,20230518033230.35,114.20877527,22.69096683,57.2444,269.06,2.23,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*1B
1684378341784847576,92,1684378341784553050,gps,$KSXT,20230518033230.40,114.20877527,22.69096683,57.2444,268.76,2.26,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*1A
1684378341837736600,93,1684378341837455272,gps,$KSXT,20230518033230.45,114.20877527,22.69096683,57.2444,268.28,0.27,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*17
1684378341887761784,94,1684378341887417078,gps,$KSXT,20230518033230.50,114.20877527,22.69096683,57.2444,270.28,-0.61,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*35
1684378341937887800,95,1684378341937539339,gps,$KSXT,20230518033230.55,114.20877527,22.69096683,57.2444,271.01,-2.58,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*32
1684378341988077592,96,1684378341987692117,gps,$KSXT,20230518033230.60,114.20877527,22.69096683,57.2444,270.78,-5.24,340.03,0.078,,1,3,12,12,,,,-0.027,0.074,-0.026,,*36
1684378342037844664,97,1684378342037423849,gps,$KSXT,20230518033230.65,114.20877527,22.69096683,57.2444,270.25,-2.11,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*3B
1684378342087742776,98,1684378342087383508,gps,$KSXT,20230518033230.70,114.20877527,22.69096683,57.2444,269.22,-1.80,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*3B
1684378342137848152,99,1684378342137494802,gps,$KSXT,20230518033230.75,114.20877527,22.69096683,57.2444,269.10,-0.68,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*38
1684378342187797560,100,1684378342187440156,gps,$KSXT,20230518033230.80,114.20877527,22.69096683,57.2444,268.00,-0.45,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*3D
1684378342237837624,101,1684378342237418651,gps,$KSXT,20230518033230.85,114.20877527,22.69096683,57.2444,270.19,-0.23,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*39
1684378342287910040,102,1684378342287548303,gps,$KSXT,20230518033230.90,114.20877527,22.69096683,57.2444,269.75,-0.89,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*3F
1684378342338128600,103,1684378342337512493,gps,$KSXT,20230518033230.95,114.20877527,22.69096683,57.2444,269.65,0.61,340.03,0.078,,1,3,13,12,,,,-0.027,0.074,-0.026,,*10
1684378342403812408,104,1684378342403440237,gps,$KSXT,20230518033231.00,114.20877532,22.69096751,57.1584,270.98,-2.01,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*3C
1684378342439585848,105,1684378342439086198,gps,$KSXT,20230518033231.05,114.20877532,22.69096751,57.1584,270.94,-1.30,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*34
1684378342489124824,106,1684378342488839387,gps,$KSXT,20230518033231.10,114.20877532,22.69096751,57.1584,271.77,-2.83,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*37
1684378342536131832,107,1684378342535827159,gps,$KSXT,20230518033231.15,114.20877532,22.69096751,57.1584,271.68,-4.12,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*32
1684378342588388760,108,1684378342587628841,gps,$KSXT,20230518033231.20,114.20877532,22.69096751,57.1584,270.93,-3.31,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*37
1684378342634900920,109,1684378342634601354,gps,$KSXT,20230518033231.25,114.20877532,22.69096751,57.1584,269.91,-3.79,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*34
1684378342687934872,110,1684378342687544345,gps,$KSXT,20230518033231.30,114.20877532,22.69096751,57.1584,270.53,-1.61,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*3D
1684378342736717304,111,1684378342736201763,gps,$KSXT,20230518033231.35,114.20877532,22.69096751,57.1584,270.31,-1.45,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*3A
1684378342788008632,112,1684378342787478923,gps,$KSXT,20230518033231.40,114.20877532,22.69096751,57.1584,271.06,-3.33,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*3E
1684378342837846648,113,1684378342837551593,gps,$KSXT,20230518033231.45,114.20877532,22.69096751,57.1584,269.90,-2.82,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*36
1684378342887901368,114,1684378342887521982,gps,$KSXT,20230518033231.50,114.20877532,22.69096751,57.1584,270.91,-3.06,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*36
1684378342935241944,115,1684378342934924840,gps,$KSXT,20230518033231.55,114.20877532,22.69096751,57.1584,269.76,-2.04,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*31
1684378342987863672,116,1684378342987438678,gps,$KSXT,20230518033231.60,114.20877532,22.69096751,57.1584,270.90,-1.92,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*3B
1684378343037791384,117,1684378343037516117,gps,$KSXT,20230518033231.65,114.20877532,22.69096751,57.1584,270.90,-2.47,334.80,0.054,,1,3,12,12,,,,-0.023,0.049,-0.096,,*35
